Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,year,month,pct_change,Trend
BAJFINANCE,EQ,2019-03-28,2945.25,2940.1,3000,2940.05,2993,2995.85,2977.68,1366945,4070327232,81096,437392,32,2019,3,1.718020542,Positive
BAJFINANCE,EQ,2019-03-29,2995.85,3010,3034.95,2965.6,3020.5,3025,3011.8,1734853,5225024838,103244,601988,34.7,2019,3,0.973012668,Slight positive
BAJFINANCE,EQ,2019-04-01,3025,3030.2,3046.4,2991,2995,3001.45,3024.05,1109000,3353666437,67109,325377,29.34,2019,4,-0.778512397,Slight negative
BAJFINANCE,EQ,2019-04-02,3001.45,3024.8,3077,2998.35,3073,3055.2,3027.29,1136238,3439720570,53912,244406,21.51,2019,4,1.790801113,Positive
BAJFINANCE,EQ,2019-04-03,3055.2,3073,3089,3038.15,3046,3046,3069.19,1052752,3231095874,64587,302581,28.74,2019,4,-0.301125949,No change
BAJFINANCE,EQ,2019-04-04,3046,3060,3065,3017.45,3044,3039.45,3043.42,772776,2351883876,44516,172919,22.38,2019,4,-0.215036113,No change
BAJFINANCE,EQ,2019-04-05,3039.45,3048,3125,3046.1,3123,3114.2,3093.63,1244408,3849737046,59941,320917,25.79,2019,4,2.459326523,Positive
BAJFINANCE,EQ,2019-04-08,3114.2,3123,3130,3018,3021,3024.1,3055.6,1642189,5017878950,78395,598983,36.47,2019,4,-2.893198895,Negative
BAJFINANCE,EQ,2019-04-09,3024.1,3016.55,3049.1,2979.45,3010.6,3008.7,3009.43,1733324,5216313973,77367,592390,34.18,2019,4,-0.509242419,Slight negative
BAJFINANCE,EQ,2019-04-10,3008.7,3011.1,3037,2986,2997.45,2998.35,3009.65,994899,2994300477,49654,325521,32.72,2019,4,-0.344002393,No change
BAJFINANCE,EQ,2019-04-11,2998.35,3008,3055,2992,3037.1,3047.85,3022.74,1016712,3073259403,53915,274857,27.03,2019,4,1.650907999,Positive
BAJFINANCE,EQ,2019-04-12,3047.85,3052,3062,3001.3,3012,3008.8,3030.2,1048138,3176069482,51603,331975,31.67,2019,4,-1.281231032,Negative
BAJFINANCE,EQ,2019-04-15,3008.8,3028.6,3033,3001.95,3022,3022.25,3019.95,651634,1967903039,34056,164586,25.26,2019,4,0.447022069,No change
BAJFINANCE,EQ,2019-04-16,3022.25,3018,3057.3,3018,3025.45,3032.5,3038.8,1021478,3104064353,57761,372648,36.48,2019,4,0.339151295,No change
BAJFINANCE,EQ,2019-04-18,3032.5,3038.7,3046,2995,3015,3014.45,3016.5,658826,1987348287,37851,143117,21.72,2019,4,-0.595218467,Slight negative
BAJFINANCE,EQ,2019-04-22,3014.45,3010,3010,2975,2986,2991.25,2989.68,662157,1979635132,40610,199087,30.07,2019,4,-0.7696263,Slight negative
BAJFINANCE,EQ,2019-04-23,2991.25,2992,3058.5,2987.05,3037.1,3035.05,3029.12,991968,3004793962,44445,158516,15.98,2019,4,1.46427079,Positive
BAJFINANCE,EQ,2019-04-24,3035.05,3035,3099,3032,3089.4,3093.05,3066.82,990580,3037933480,47446,234821,23.71,2019,4,1.911006408,Positive
BAJFINANCE,EQ,2019-04-25,3093.05,3099.8,3114.4,3072.65,3081.95,3081,3093.19,1240564,3837301280,50358,479143,38.62,2019,4,-0.389583098,No change
BAJFINANCE,EQ,2019-04-26,3081,3089,3105,3045,3092,3096.85,3075.89,613807,1888004533,31537,113148,18.43,2019,4,0.514443363,Slight positive
BAJFINANCE,EQ,2019-04-30,3096.85,3092,3120,3040,3100,3095.95,3074.66,900968,2770174608,47594,317545,35.24,2019,4,-0.029061789,No change
BAJFINANCE,EQ,2019-05-02,3095.95,3095,3148.95,3060,3122.7,3131.75,3121.56,895830,2796387391,48625,187815,20.97,2019,5,1.156349424,Positive
BAJFINANCE,EQ,2019-05-03,3131.75,3130.1,3165,3102.3,3110.9,3111.85,3135.44,730728,2291151907,36365,138494,18.95,2019,5,-0.635427477,Slight negative
BAJFINANCE,EQ,2019-05-06,3111.85,3066,3094,3026,3041.2,3034.3,3065.33,966487,2962597748,60723,331084,34.26,2019,5,-2.492086701,Negative
BAJFINANCE,EQ,2019-05-07,3034.3,3052.9,3069.8,3007.6,3023,3017.05,3041.32,970264,2950885672,56586,233523,24.07,2019,5,-0.568500148,Slight negative
BAJFINANCE,EQ,2019-05-08,3017.05,3012,3017,2900,2910,2921.3,2969.3,1155023,3429605155,70959,375292,32.49,2019,5,-3.17362987,Among top losers
BAJFINANCE,EQ,2019-05-09,2921.3,2900,2991.8,2885,2969,2971.35,2951.93,1745234,5151802627,92225,369765,21.19,2019,5,1.713278335,Positive
BAJFINANCE,EQ,2019-05-10,2971.35,2970.1,2996,2900,2922,2922.85,2929.29,1630089,4775006288,84565,296922,18.22,2019,5,-1.632254699,Negative
BAJFINANCE,EQ,2019-05-13,2922.85,2929.9,2957.95,2906,2935,2931.85,2932.66,1356229,3977358448,61078,371085,27.36,2019,5,0.307918641,No change
